symbol,industry,sector,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,dividendRate,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,lastDividendValue,lastDividendDate,totalDebt,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins
S30.PA,Information Technology Services,Technology,"Solutions 30 SE provides support solutions for new digital technologies in France, Italy, Germany, the Netherlands, Belgium, Luxembourg, Poland, and Spain. The company offers telecom support services, including installation, assistance using communications equipment, deployment of telecommunication infrastructure, maintenance, and logistics. It also provides IT solutions, such as installation and maintenance of IT hardware, IT infrastructure, and servers; implementation of automatized robotic processes; deployment and maintenance of Internet of Things; TOTEM/KIOSK design, manufacturing, installation, and maintenance; console creation for data analytics; and logistics of spare parts and systems. In addition, the company installs and maintains smart meters; charging stations for electric vehicles; photovoltaic power plants for professional and residential markets; smart appliances comprising thermostats, light bulbs, plugs, and sensors; and L/H gas converters, as well as point of sale equipment and digital signs. Further, it deploys and maintains self-check-out technology and store digital infrastructure; installs wired and wireless connectivity, access control systems, and intrusion alarm systems; deploys fire alarm systems and video/CCTV. Additionally, the company offers cabling and logistics services. Solutions 30 SE was incorporated in 2003 and is based in Luxembourg.",7053.0,1.0,1.0,4.0,4.0,1.0,,,,,242056368.0,0.7835,2.52,0.90607,,,179400000.0,42432500.0,58300000.0,,-0.003,0.67364997
CLA.PA,Software - Application,Technology,"Claranova SE, a technology company, engages in personalized e-commerce, software publishing, and internet of things (IoT) management in France, the United States, the United Kingdom, Germany, other European countries, and internationally. It operates in three segments: PlanetArt, Avanquest, and myDevices. The PlanetArt segment offers photos, frames, personalized books, and FreePrints mobile applications. The Avanquest segment provides antivirus, ad blocker, cleaning, and optimization tools under the Adaware brand; document management tools under the SodaPDF brand; and photo editor software and applications developed under the inPixio brand. The myDevices segment offers IoT solutions. Claranova SE was incorporated in 1984 and is headquartered in Courbevoie, France.",772.0,,,,,,,,,,198032448.0,1.13,3.05,1.29312,,,151600000.0,28125000.0,39700000.0,,0.012,0.28545
VRLA.PA,Packaging & Containers,Consumer Cyclical,"Verallia Société Anonyme manufactures and sells glass packaging products for beverages and food products worldwide. It provides bottles for still and sparkling wines, spirits, beers, soft drinks, and oils. The company offers jars for baby food, dairy products, jams, honey, spreads, condiments, sauces, and preserves. Verallia Société Anonyme was founded in 1827 and is based in Courbevoie, France.",11000.0,7.0,5.0,3.0,6.0,4.0,2.15,0.0747,0.88839996,,5126179328.0,22.26,39.0,24.5464,2.15,1715644800.0,2125799936.0,184387504.0,605299968.0,-0.6,-0.176,0.22534999
FDJ.PA,Gambling,Consumer Cyclical,"La Française des Jeux Société anonyme engages in the gaming operation and distribution business in France and internationally. It offers lottery games, such as draw and instant games at points of sale and online; sports betting at points of sale; online poker; online horse-race and sports betting; betting and risk management services to sports betting operators; digital gaming platform; and s sports betting technology, as well as holds and administers draws for participating lotteries. The company was founded in 1933 and is headquartered in Boulogne-Billancourt, France.",3054.0,3.0,6.0,3.0,10.0,5.0,1.78,0.048699997,0.7325,,6411886592.0,30.7,39.88,36.6012,1.78,1714694400.0,432300000.0,456512512.0,644200000.0,0.209,0.108,0.48281
ATLD.PA,REIT - Diversified,Real Estate,"Fonciere Atland operates as a real estate investment trust. It invests in offices, retail outlets, warehouses, or light industrial premises. It also provides real estate sale-leaseback services, and construction and turnkey rental development services to business customers. The company is based in Paris, France.",231.0,,,,,,2.3,0.052800003,1.0502,4.33,277418272.0,39.6,56.5,43.488,2.3,1717977600.0,150099008.0,,3392000.0,-0.832,0.024,0.25426
NACON.PA,Electronic Gaming & Multimedia,Communication Services,"Nacon S.A. designs and distributes games and gaming accessories in France and internationally. The company offers accessories, including headsets, microphones, controllers, RIG, keyboards, mice, audio, USB cables, optical cables, car adapter, rechargeable batteries, charging stations, and console accessories. It also develops and publishes video games in various categories, such as action and adventure, racing, sport, and simulation. The company was incorporated in 2019 and is based in Fretin, France. Nacon S.A. is a subsidiary of BigBen Interactive SA.",1070.0,,,,,,,,,,138968784.0,0.4435,1.648,0.59336,,,121506000.0,-8533125.0,73090000.0,2.784,0.274,0.61332
VANTI.PA,Entertainment,Communication Services,"Vantiva S.A. develops, creates, and delivers products and services for the media and entertainment sectors in France, the United Kingdom, rest of Europe, the United States, rest of Americas, and the Asia-Pacific. It operates through three segments: Connected Home, Supply Chain Solutions (SCS), and Corporate & Other. The company offers a portfolio of broadband and video customer premise equipment, including broadband modems and gateways, digital set-top boxes, and Internet of Things connected devices for Pay-TV operators and network service providers, as well as develops software solutions. It also replicates, packages, and distributes video, game, and music CD, DVD, and Blu-ray discs; provides end-to-end supply-chain solutions comprising distribution, fulfillment, freight-brokerage, and transportation management services; and produces vinyl records and polymer based microfluidic devices for use in medical diagnostics. The company was formerly known as Technicolor SA and changed its name to Vantiva S.A. in September 2022. Vantiva S.A. was incorporated in 1985 and is headquartered in Paris, France.",3831.0,,,,,,,,,,537465280.0,0.101,0.18,0.123792,1.620002,1498003200.0,520000000.0,121150000.0,58000000.0,,-0.033,0.14062001
VK.PA,Steel,Basic Materials,"Vallourec S.A., through its subsidiaries, provides tubular solutions for the oil and gas, industry, and energy markets in Europe, North America, South America, Asia, the Middle East, and internationally. It operates through Tubes; Mine & Forests; and Holding Companies & Other segments. The company offers seamless tubes for refineries, petrochemical facilities, and floating liquefied natural gas plants, as well as production, storage, and offloading units; VAM connections; rigid subsea line pipes and onshore rigid line pipes; and carbon steel and steel alloy tubes, hollow bars, and connections. It also provides assistance in lowering tubes, inspecting connections, and supervising assembly; thread tubes inventory management; tube inspection, maintenance, and repair services; on-site services; preparation for drilling operations; well coordination and supply services based on the drilling programs; and integrated solutions for the subsea line pipe market comprising welding, coating, insulation, bending, logistics, project management, and service agreements. In addition, the company offers tubular products for geothermal; carbon capture, utilization, and storage; and hydrogen industries. Further, it provides tubes and hollow bars, as well as circular, square, rectangular, and octagonal sections for the manufacture of cranes, construction machinery, agricultural machinery, and hydraulic cylinders; and infrastructure construction, as well as axle tubes and gearbox applications for the automotive industry. Additionally, the company is involved in the iron ore and charcoal production businesses. It serves oil service, engineering, and construction companies; distributors and industrial equipment manufacturers; and energy companies, and carbon capture and storage specialists, as well as geothermal, green hydrogen, and solar developers. Vallourec S.A. was founded in 1895 and is based in Meudon, France.",14220.0,7.0,4.0,5.0,1.0,3.0,,,,4.56,3996791040.0,12.81,19.14,17.3758,6.725794,1433376000.0,1129921024.0,662843008.0,525865984.0,-0.316,-0.201,0.29954
LOCAL.PA,Advertising Agencies,Communication Services,"Solocal Group S.A. provides digital services in France and internationally. Its services include connect that allows VSEs and SMEs to manage their digital presence on PagesJaunes and various mobile application or a web interface, as well as manages interactions between professionals and their customers; and booster that allows companies to increase their digital visibility in the Web. The company was formerly known as PagesJaunes Groupe and changed its name to SoLocal Group S.A. in June 2013. Solocal Group S.A. was founded in 1896 and is headquartered in Boulogne-Billancourt, France.",2082.0,,,,,,,,,13.05,260248128.0,1.95,150.0,2.30662,7293.2803,1308528000.0,303600000.0,7715375.0,22486000.0,,-0.119,0.52457
ERF.PA,Diagnostics & Research,Healthcare,"Eurofins Scientific SE, together with its subsidiaries, provides various analytical testing and laboratory services worldwide. The company offers a portfolio of various analytical methods and tests to evaluate the safety, identity, composition, authenticity, origin, traceability, and purity of various products. It provides services such as agroscience, including biological assessment, consumer and human, and environmental safety, product chemistry, regulatory consultancy, and seed services; agro testing; assurance, such as product inspection, auditing, certification, training and consultation of food, consumer products, healthcare and cosmetics, and food supplements; biopharma, and clinical diagnostics. In addition, the company offers consumer product testing, which include sustainability, expert services and regulatory, consumer research and sensory evaluation, audits, testing, certifications and approvals, inspections, and training courses for various industries; cosmetics and personal care; environment testing, including water, air, soil, waste, and other products testing; and food and feed testing that include allergen, GMO, grain, meat, nano material, pesticides, and residual DNA testing. Further, it offers audit and certification, training and consulting; food irradiation and labelling, heavy metals, carbohydrates, radioactivity, nutritional analysis, microbiolody, and testing for persistent organic pollutants, veterinary drug residue, dioxins and organic contaminants, pesticides, mycotoxins, and vitamins, as well as analyses for genetic modifications. Additionally, the company provides forensic, genomic, maritime, materials and engineering, REACH, and other services. The company was founded in 1987 and is headquartered in Luxembourg City, Luxembourg.",62000.0,2.0,3.0,6.0,10.0,5.0,0.5,0.0101,0.2577,0.48,12376292352.0,39.47,62.1,48.4892,0.5,1719964800.0,3544100096.0,629787520.0,1215100032.0,0.587,0.065,0.22185
